"","RERFGC1B_STOMACH","HS746T_STOMACH","LMSU_STOMACH","ECC10_STOMACH","TGBC11TKB_STOMACH","SNU520_STOMACH","GSS_STOMACH","SNU620_STOMACH","ECC12_STOMACH","GSU_STOMACH","FU97_STOMACH","GCIY_STOMACH","SH10TC_STOMACH","MKN1_STOMACH","MKN74_STOMACH","KE39_STOMACH","HGC27_STOMACH","HUG1N_STOMACH","NUGC4_STOMACH","SNU16_STOMACH","NCIN87_STOMACH","OCUM1_STOMACH","SNU5_STOMACH","SNU601_STOMACH","SNU668_STOMACH","NCCSTCK140_STOMACH","SNU719_STOMACH","SNU216_STOMACH","NUGC2_STOMACH","SNU1_STOMACH","AGS_STOMACH","KATOIII_STOMACH","NUGC3_STOMACH","IM95_STOMACH","MKN7_STOMACH","MKN45_STOMACH"
"USP12",8068,11476,5939,3032,5361,775,8538,8051,23005,4407,20314,6510,6376,15212,16040,7773,3451,5313,3693,6432,14380,8233,31991,5322,6490,18586,6911,7053,5501,9720,11624,6864,8747,3183,3810,7527
"USP13",4458,9488,8085,8443,78,2570,7799,6345,17603,3843,12518,21211,5155,7011,3229,4090,4198,3679,1692,4035,8846,3197,11456,2840,310,2018,3550,6934,1840,12136,4781,26,2789,2772,1777,7236
"USP14",22068,15271,12407,14623,9054,7188,21623,20357,18289,10354,27796,23280,31215,15784,8226,13050,31873,31823,9625,14143,33132,18603,22979,12007,9903,25012,10203,11934,16865,26194,49481,18763,15992,16052,23030,25203
"USP15",10739,8759,7457,2024,6391,9936,8418,7334,12970,6762,7167,5478,3308,8276,15226,7796,6406,7644,6853,7529,13899,6064,9234,7033,6135,10017,3589,5461,3958,5902,13233,8111,6915,8657,5169,8331
"USP16",5235,8148,6066,5437,2929,10599,9089,8797,6086,5398,9935,6953,7550,10237,6923,4682,7624,9387,4278,8643,6739,5334,9580,8335,5078,12269,4564,9624,2076,14732,12907,6375,6296,4199,4021,6355
"USP17L2",0,5,1,45,2,2,0,1,2,0,0,0,0,6,16,1,0,0,0,0,2,2,5,0,25,7,0,2,0,0,5,0,0,0,0,1
"USP17L7",0,1,1,51,0,1,0,0,4,0,0,0,4,2,2,1,0,0,6,0,14,0,9,3,31,4,4,5,0,0,0,0,0,0,4,0
"USP18",682,1206,90,319,2167,1613,751,2176,4919,993,2009,608,394,304,49317,359,2392,592,643,1829,2543,103,2834,3222,705,987,1022,521,9029,2952,3285,1156,979,2262,2831,1160
"USP19",13848,9381,6880,16970,6465,17493,3403,14467,14565,10983,11671,9592,7552,22518,9266,13360,9123,13094,4149,7687,11073,4745,15435,11988,9557,19673,5697,13446,11872,11841,13884,7358,7910,12869,7353,16684
"USP2",461,114,31,2176,159,280,916,112,2228,89,1199,770,764,751,2922,253,130,393,29,491,613,234,159,62,31,1140,107,141,80,84,74,151,364,26,318,619
"USP2-AS1",174,114,339,471,131,114,825,390,385,342,248,141,310,217,216,367,317,560,4,661,933,104,278,120,30,156,105,149,111,218,55,193,800,122,145,1508
"USP20",9134,4186,1167,4388,2321,3965,2422,4280,7244,2556,1810,3790,1756,5784,9900,2640,2361,3035,3170,2536,4981,2095,3205,3584,3922,12746,2168,4269,9630,2839,2794,1634,3282,2912,2695,2783
"USP21",5895,3373,3337,5870,2377,2704,5165,3746,3845,2372,3605,2879,948,3862,4153,5431,6417,4954,1855,3747,4635,3427,2905,2711,2617,3361,2471,4191,6333,4468,4264,1369,3428,3147,2391,5370
"USP22",36228,57900,33822,55354,19746,35642,37645,22526,122332,20947,29941,29589,20888,43194,36769,35830,38779,20314,18738,12088,28958,26851,20665,53923,19314,42964,23081,32897,43410,56892,53636,34525,13178,15984,9782,36249
"USP24",14694,30509,14005,13468,12193,17733,16458,22958,22066,12476,14723,47939,13009,22657,26503,26211,17071,17111,9754,18732,44457,20617,19315,20641,15404,18877,12522,19007,10178,22565,36594,14558,13256,28877,17239,31989
"USP25",3577,9583,3651,2936,5808,6414,8422,7040,5859,7506,4153,7243,2918,10463,5717,5357,9586,3422,2853,5732,6204,4136,6152,4404,3608,17684,5063,10021,4231,6535,7526,2974,5150,6531,4863,2402
"USP26",6,0,0,25,0,81,0,0,1,0,0,3,0,4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,9,0,9,0,0,2,0,4
"USP27X",594,865,231,1006,397,315,1070,1980,1030,336,1030,917,106,1349,223,762,153,126,271,888,1613,217,324,902,710,845,514,330,936,1390,2774,926,1230,352,388,625
"USP28",7265,10301,3773,5948,6879,3691,10328,6196,5032,3211,5877,4211,2873,6450,9527,11498,4872,7504,846,6119,10493,4061,6161,6542,3745,5478,4183,7489,4808,7446,8648,8421,6053,5599,5958,4388
"USP3",2904,3896,1975,3304,2947,17404,6597,7260,9310,10874,6543,2835,2555,2407,4729,2822,3382,5279,4769,7545,8905,11346,5739,4994,3052,4673,5537,3629,3032,3553,7584,3992,2971,6960,2147,8388
"USP3-AS1",141,208,51,165,139,762,144,211,204,179,195,83,93,50,61,180,52,127,126,267,237,346,199,116,128,287,137,180,34,216,201,190,94,272,90,209
"USP30",2838,2426,1302,1311,1357,1838,2086,1803,5465,2889,3224,2184,562,1560,2246,2050,836,1250,1062,1645,2191,875,1369,1867,1150,3336,1576,1466,2621,2475,1166,1049,1202,2046,975,812
"USP30-AS1",9,2,2,4,1,5,3,9,9,3,4,7,1,9,5,1,4,4,0,6,14,0,31,4,1,3,5,4,46,3,1,3,3,5,6,0
"USP31",5393,4183,2678,3205,2631,4033,5700,4584,3796,1494,5533,5970,3101,3986,4612,3717,3622,3808,1503,3337,8244,3108,4425,3449,3166,10689,4502,3935,17888,6792,5338,4881,3288,3642,2955,4208
"USP32",7164,31434,7415,6599,7658,7929,9345,11249,9826,7433,7820,12955,8273,7441,13087,5785,9705,3460,13854,4225,13015,3989,13909,5630,7526,9522,6146,8747,8192,9029,11557,8834,4728,4427,7084,8272
"USP33",9528,17811,8482,7332,4809,12765,11956,11775,12091,7683,16221,12869,8744,16361,10213,9642,8562,9528,5850,8134,18336,7158,14922,10422,10034,11149,7631,10507,7187,11824,16119,9404,8512,9384,5538,12784
"USP34",22729,26113,11716,23976,14578,21807,26921,19352,27528,13057,16922,40065,12540,20871,35419,17548,24896,20082,16792,13554,34853,11161,16046,16917,25838,20794,17373,16302,12826,22433,36184,13830,20910,15596,13195,25755
"USP35",3499,3568,1144,2315,863,463,2489,992,2553,1228,1575,767,1101,1289,1625,2955,1222,1168,917,764,3111,894,1005,1613,5067,3560,1344,2675,1786,1635,1687,988,1455,1043,3146,1653
"USP36",12060,18675,8973,11137,6510,11456,17906,24581,9022,11678,9012,21573,4871,7802,25609,10547,10358,14740,9585,18684,28391,9084,24946,13213,17339,16887,11553,7639,13845,13340,10353,16398,4693,9283,4150,12062
"USP37",2265,3221,2724,4925,1240,2697,4672,3437,4371,1403,3131,2285,1533,2570,5803,3771,4058,3698,1846,2585,6119,1009,3522,2284,3906,2429,1630,2409,2429,4090,4066,2192,2588,2413,891,3896
"USP38",3636,7469,3562,3661,3631,4650,4195,6047,6890,4794,1255,4240,1522,5821,9499,3189,1924,4287,3327,2696,11800,2962,17991,5153,2219,4367,3271,2575,2158,5797,18284,4532,2069,3740,2969,5262
"USP39",12828,11880,7511,12118,6635,10824,10179,10713,18067,6884,7506,8456,12973,11214,17276,8992,29695,14063,7947,12381,20881,8412,17009,14633,9754,10918,12249,8574,20133,14681,13283,11211,9997,11344,6558,18440
"USP4",4245,7921,4962,5989,3591,8630,2206,7755,10906,6428,6503,4859,4529,11242,3751,6549,3731,10676,2323,6702,4732,3233,9253,9558,7283,9544,7358,7096,4650,8660,7326,4447,6289,4055,4382,6659
"USP40",7577,8522,6319,6621,4814,5155,7942,8977,5217,4134,8105,5145,6849,7691,7991,11635,3686,8894,6430,5496,13097,6306,10761,5094,6986,9717,5026,10367,1698,8592,10513,5766,6329,5449,5303,7290
"USP42",3872,2691,3126,7251,1618,6294,11023,3352,12328,2637,2784,6254,2383,3278,9701,2759,4296,5441,3893,4825,5615,1675,7200,2882,4887,7723,4095,4407,6097,3839,3101,3680,2579,3741,2355,4235
"USP43",1387,1593,1173,183,770,4550,623,1747,46,2806,3,759,520,260,8135,1986,492,1291,1795,1714,2779,1776,231,2972,1059,1802,3429,2408,1658,23,2560,2130,1618,3581,948,2347
"USP44",1548,27,58,9,19,8,4,1,72,2,178,9,4,12,11,6,3,776,7,7,77,3,7,14,8,47,4,10,24,15,171,12,16,8,27,13
"USP45",1640,5128,1746,3226,2527,3295,2884,3864,3679,1625,2964,4804,1739,2209,3632,2015,2496,3422,1023,3290,6239,2903,4585,2504,1259,3563,1969,1583,954,3712,3725,2715,3081,2332,1230,1435
"USP46",2855,4878,4080,3856,3426,5510,4332,4396,4966,2031,8111,3764,2644,1819,5144,6417,5903,4945,2471,2299,9063,2293,4394,4286,2915,4988,3589,4641,3066,11506,4716,3574,2507,3358,1458,1786
"USP47",25738,28705,11750,16926,7212,14150,58038,10731,12030,11164,8880,24129,12518,15411,25664,17543,12304,3783,10690,7561,14255,9060,15427,14988,5200,23627,9576,15292,9241,19624,31833,7372,13813,11455,13537,6347
"USP48",9114,13844,11204,9911,11078,20791,6586,13309,18199,8917,8615,13288,9544,10885,13335,13476,8123,19474,6988,22597,13969,8409,5791,14778,7520,13190,10912,14467,5210,15233,20623,8284,11261,11216,7884,19765
"USP49",1739,2323,1717,6691,1801,1562,2062,47880,4447,1234,1430,5632,1026,2656,3914,1819,1556,3823,1228,2112,4870,925,1685,2183,2301,3481,2837,2666,1929,3821,1550,1035,1647,1363,1389,2229
"USP5",21978,27208,9533,12284,6489,15016,7643,13298,14683,9505,27533,14567,27142,12242,8887,13626,13568,18859,11855,6054,37140,10059,14687,24857,11408,16838,9055,9972,59165,20840,23153,15101,10244,15516,7852,24486
"USP50",8,9,1,15,6,4,8,0,12,5,66,0,5,0,34,2,3,0,1,1,4,3,1,1,2,15,2,6,0,5,2,2,0,0,4,0
"USP51",458,927,6,961,3,0,84,1,919,2,188,100,9,254,0,0,423,2,0,1,292,2,21,2,188,297,0,6,193,3,4,0,71,3,204,29
"USP53",5827,16356,1521,2026,5123,3169,2421,7064,2544,4947,1732,3693,223,3028,11237,4117,728,3992,4943,5947,9130,5024,2309,4375,2263,9104,6455,5660,3157,30,9430,4021,3857,4588,3224,6370
"USP54",4418,10517,4555,4285,1912,18886,4690,14325,8049,8307,928,3933,2007,1946,4239,3663,3390,15708,11238,7421,8776,5445,10094,5101,3223,3724,10795,8418,4909,3736,9088,2389,2437,2706,939,13455
"USP6",136,101,58,481,55,30,96,92,104,15,365,77,66,110,163,59,80,73,90,73,142,129,38,153,47,67,47,81,103,86,122,4,59,50,50,57
"USP6NL",5343,3224,3054,3474,2428,11807,5965,7558,19164,6279,10680,6546,3877,3455,12511,7041,6828,2808,2274,3591,25867,3393,4054,13231,4594,7407,5800,6777,6520,6495,18618,11624,3067,4107,2577,5847
"USP7",17889,26312,13885,19481,11864,38857,39420,32372,30459,23798,24212,33964,21286,14340,21549,22241,22917,34259,19023,24472,52344,41547,29518,31361,30050,32974,36483,29499,23315,35413,43444,36782,17308,24002,14503,41110
"USP8",6889,11239,7361,8484,6331,19372,14657,12697,7190,11871,9750,6915,9546,8258,18922,9187,7099,8407,6585,9412,20385,7852,11852,10704,17468,17610,7832,10869,6928,12679,15668,10437,6610,11977,4208,7127
"USP9X",25302,57284,34013,26217,13281,20469,32955,43270,33256,26779,76338,29119,8311,26433,28084,13620,10884,21097,14143,26176,41829,20471,61465,24991,41360,35345,14170,39099,28730,21070,49855,34731,23893,14774,23163,57600
"USP9Y",3,5060,71,18,32,11,8,16,23961,2,4,0,8,16,10,0,2,16,9,2,9168,4,5,1401,15,12,5,25,9,3383,14,6,13,4,7,8
"USPL1",2918,2498,2091,1925,3019,3030,3658,5203,8040,2306,4083,3327,1708,2816,4607,4144,2865,3901,3081,2856,5347,2850,3177,2691,2113,9205,3460,2396,1844,2872,3739,3350,4476,2470,1345,2525
"UST",3158,6732,652,1034,6269,2020,670,1734,23,291,5,2246,418,2667,328,3754,1040,9761,19,1060,480,8283,16,5114,22,3139,17,20,4515,1346,2748,1082,756,9913,107,129
"UTP14A",5143,4859,4459,4232,2966,6033,5589,8608,4615,9360,3813,5246,4289,7801,7302,10708,15048,13899,7549,9661,16510,15603,6946,13394,5803,5954,4008,4830,8598,8345,9460,9181,6941,4978,4957,11482
"UTP14C",3423,1984,1854,3223,2013,3749,7438,6529,2107,3576,8186,6442,3112,3636,6906,3115,4194,2971,3737,3003,10539,7649,5307,3966,2875,13672,2776,3012,3538,6021,7544,3357,3022,1297,2622,3360
"UTP15",2268,3487,2169,717,1742,3525,3251,4014,4403,2327,3487,2596,2674,4948,4063,3055,5589,2900,1846,3583,8221,3343,7531,3251,2013,2337,2540,2715,3146,6076,5909,4743,3358,3354,3138,5727
"UTP18",5684,16559,6465,8445,4786,10195,14675,16461,8357,10644,12257,7182,9480,10637,14069,8230,12069,9677,7051,12229,14764,6242,17057,10642,16135,11164,7600,7487,7396,15616,10893,14705,11441,9176,6132,11207
"UTP20",9041,13496,15128,5042,9892,5143,15520,12393,12602,9453,15005,30141,5851,8681,5247,11438,11506,12188,5573,4250,41393,4959,14010,11774,5226,7644,4586,5421,7406,12427,20651,12066,5861,7301,6622,9228
"UTP23",2807,6272,4191,3571,2239,3680,3690,7209,4949,3618,1588,3492,1505,5011,11939,6700,14195,5031,2703,2361,10984,2870,7262,2497,4898,7608,1557,4884,1414,2698,3370,3614,3813,3854,2437,3982
"UTP3",5209,6572,2098,4631,4137,4757,4110,9676,5349,6642,5084,3052,3941,8584,8031,7597,9577,2456,5005,6127,18206,5621,7119,3808,3201,5639,4294,4716,3421,11939,8571,5008,7186,6926,3552,4535
"UTP6",12560,8511,5846,5708,3386,6537,14858,10444,9861,8469,8264,9392,10126,7340,14706,13432,18376,19005,4980,12510,17767,7697,15117,11183,3793,12095,4445,10128,7995,7088,12561,12994,10466,6913,4933,12914
"UTRN",33542,43814,14353,4155,320,283,7763,10914,21866,7073,59921,51094,21173,14281,22382,12182,9426,762,33100,8293,35425,9214,5214,17131,31176,44719,18921,27681,11795,4608,30541,2548,9088,14321,10421,8451
"UTS2",44,5,2,0,220,85,0,763,0,687,317,93,426,0,243,1,1,6,0,198,7,9,359,209,2,5,3,2,120,0,2,190,1165,0,169,114
"UTS2B",11,15,12,19,271,9,13,2,23,13,3,127,6,6,33,6,137,6,77,0,15,4,8,11,15,22,600,6,46,16,15,10,15,3,25,14
"UTS2R",25,1,0,53,5,9,9,7,33,2,1910,16,5,9,7,4,4,1,3,3,12,5,1089,18,20,7,9,3,2,13,20,7,1,3,0,3
"UTY",4,1516,5,11,9,7,2,4,11424,2,4,5,2,10,6,0,2,2,3,1,5222,2,4,2963,2,7,2758,24,0,2300,11,8,8,0,2,6
"UVRAG",3260,6626,1369,2224,1571,4132,4302,3666,5212,2378,3452,2389,1767,4535,9721,5775,3688,3086,2525,2964,7080,2163,4262,3022,10049,4153,2109,4684,5852,3947,2966,4345,2800,1698,4251,4710
"UVSSA",2662,4767,1216,4823,1544,6244,3406,5741,2525,1976,2397,2236,1352,1674,6376,1841,2148,1734,2584,1147,3244,1599,3311,1148,3379,4082,4618,3301,2306,4655,2623,1817,1147,3123,977,2858
"UXS1",5778,1991,8482,5006,3394,8336,14728,8001,4859,4651,11914,5763,5990,11850,14169,14964,4161,8825,5057,7389,22065,6099,6349,13010,11142,9221,7199,11066,14158,9595,11644,4333,11673,6176,5768,8207
"UXT",1658,3605,1551,2661,1585,3798,4165,6766,2360,2878,3022,374,2139,3668,3234,1923,2280,1795,1583,4350,5692,2528,3831,3254,5705,3522,2321,3060,5938,3984,3091,3687,4770,2684,2647,2876
"VAC14",9508,21403,8502,3692,3524,9966,2606,8889,9449,5038,17339,4777,4149,5652,4326,5190,7482,5932,3600,11439,14072,7048,7534,8028,8679,7817,5477,8186,15566,7163,7843,8339,2618,6247,6170,9815
"VAC14-AS1",41,360,96,177,37,158,10,71,42,53,58,128,23,23,46,69,62,60,57,89,93,347,168,28,86,122,120,23,16,68,89,39,34,83,41,290
"VAMP1",1298,4950,963,1182,1175,260,549,2151,889,431,1945,1612,2310,1609,419,1584,3097,2058,1013,694,1827,411,1479,2345,1953,1053,2557,1007,2175,4593,1720,600,898,761,420,1192
"VAMP2",4288,7880,3369,11666,4099,4370,5166,4533,5042,3255,1472,2716,2543,3733,8048,5671,4088,4335,2538,2618,2525,2784,3649,5179,4659,5748,5573,6510,8060,6685,3263,3941,3867,3226,2321,2912
"VAMP3",10624,25707,10765,7664,5695,10936,8647,21079,17376,10459,28179,9642,8106,23190,17859,11734,8814,12500,6986,12748,10445,10614,21093,16307,8035,17766,13756,12273,16228,14627,13871,12341,7277,6163,9834,13169
"VAMP4",1359,5998,2387,3255,1755,1705,2798,2512,3370,1529,2110,1140,801,2169,2212,1866,1267,1124,535,2643,2702,1498,2226,882,2509,3267,1434,1484,1681,1540,1343,1410,2542,1529,1523,2573
"VAMP5",384,9,1851,565,89,22,39,180,2121,230,1468,69,29,9628,182,123,0,732,371,519,843,301,12347,953,7237,277,445,161,529,2,159,713,148,37,141,182
"VAMP7",3640,8813,3550,4396,3070,6265,11726,11332,4760,11018,6658,7510,6919,9906,6774,8517,6495,7382,6426,8096,7732,7373,11306,14248,10463,7115,10468,5196,5194,6577,10931,10220,8477,7085,5784,7403
"VAMP8",8562,581,145,64,1848,2106,1505,6253,407,4921,1837,598,49,6846,10702,5871,19,7163,5236,5283,16664,6194,15721,11018,22093,16289,8903,8163,18444,42,6372,5382,6069,4885,3327,5951
"VANGL1",7828,5606,13138,3680,3457,8286,6873,10594,5714,6043,5871,16425,10157,20885,9850,10758,5055,6074,4550,3161,37750,6596,6361,13817,8845,11316,4522,4642,18212,10512,19910,6426,9621,6295,3573,4276
"VANGL2",11818,85,10,18399,55,29,6077,14,8346,13,4840,3981,3,3243,166,8,3018,380,46,14,7135,29,42,223,70,8062,18,68,6251,25,1098,22,154,2,1637,64
"VAPA",22118,17254,16025,25341,8920,16721,14488,22652,11944,12441,13797,9799,26239,24000,20275,17474,12961,31900,11939,17778,34373,15567,31970,11795,23178,36293,12379,23849,22207,20752,21576,20019,14773,25403,21215,18060
"VAPB",19901,22854,7799,16813,6438,12541,16058,22634,24789,7166,31714,6789,10166,13914,51156,14387,7581,16196,7294,11891,16539,8232,13337,16643,14890,26115,9942,24326,49322,16883,20136,18518,11022,8456,15849,13763
"VARS2",7145,4731,5301,13252,1393,13682,10178,7505,9244,4300,2526,8665,3072,2655,5772,5836,13414,7101,2600,10921,7206,5166,6525,9451,4734,13346,8663,4494,4000,9983,7093,3595,4004,7894,4435,13200
"VASH1",1357,2449,132,3591,29,37,75,57,2276,55,893,494,1970,3539,249,1277,1299,26,62,127,626,74,309,386,308,212,282,225,554,4851,68,15,57,30,139,857
"VASH2",391,145,29,6278,101,14,885,292,985,7,3206,178,250,655,16,11,2162,43,55,1756,904,138,123,57,22,204,630,347,145,782,482,9,146,9,79,536
"VASN",1549,411,5454,1506,82,27,3556,23,2409,19,3535,2982,1846,8431,2869,1913,1977,2040,158,60,5640,39,61,885,3560,2777,28,7617,2430,26,926,842,42,32,4840,38
"VASP",11783,12790,7961,5051,6056,9340,15225,22199,8111,15636,12454,8398,16209,7197,14136,10394,3792,10802,7865,22193,49545,18641,14335,35866,11278,27893,23858,20755,16746,9988,23436,12283,9174,9714,6154,18048
"VAT1",13746,40554,22820,13588,16087,8964,25757,50118,25418,19539,42760,16996,100685,53668,15766,17838,23898,7562,5644,6905,39571,18108,49372,24460,18562,34176,3522,34220,17903,5330,35466,40136,13836,21150,22684,16072
"VAT1L",7,1388,0,4,20,4,1222,5,1,2,2,1,72,571,7,1,2,8,0,6,9,4,3,2,14,17,8,44,10,160,6,0,5,3,30,10
"VAV1",33,9,25,19,48,15,8,34,18,4,19,373,58,633,7341,10,7,9,999,31,94,22,10,2429,6,34,18,2453,70,8,2389,205,7231,3,1509,15
"VAV2",19490,7108,3779,28341,645,17468,3101,24212,18486,10022,7701,5546,9301,13213,6730,10073,4404,8293,15958,3232,15962,5054,7282,9404,5200,11600,490,7651,37816,7407,7189,12236,6898,10526,10780,5709
"VAV3",7682,236,11,1555,20,31,24,16,256,11,12,15347,897,6584,10,10,1972,5,685,6186,82,8,544,23,15829,8828,35,21,3366,10,11,9,34,4,26,2438
"VAX1",666,1,0,0,3,4,2,0,2,0,0,0,0,60,6,2,0,0,0,0,0,0,26,0,3,2,6,3,0,1,2,0,10,20,1,158
"VAX2",583,191,85,12,33,1,2,2,1162,0,250,0,11,22,5,2,547,36,0,0,7,4,216,1,332,429,9,238,12,171,3,0,22,1,173,90
"VBP1",6241,11500,5730,7483,3793,7130,17840,14254,10182,8910,11120,4461,9626,6856,9697,9966,13749,9590,7972,8640,15854,9155,15522,16820,13548,5696,3140,4943,4516,16040,12508,15200,19564,6408,7144,10020
"VCAM1",51,4,0,10,16,8,2,10,13,2,220,34075,158,3051,2,6,5649,26,1,2,30,13,6,7,2,4,4,4,4,8,1,0,20,2,0,0
"VCAN",38537,22051,6650,97,428,91,74,97,304,32,47,58716,51,10519,35,64,51,162,243703,36,228,93,383,138,44153,71842,80,486,16592,78,67,13,99,19,1001,28
"VCL",40529,150203,49268,7602,19631,28903,9280,25338,11124,43172,46868,180,55185,42472,20952,9791,43994,49212,20293,15647,51578,34680,46688,64166,22286,19630,14741,25070,30740,223440,87962,25053,48865,23187,16372,43922
"VCP",86418,92551,59957,44936,12548,86531,31681,81761,63693,49427,81668,43424,100379,72758,75914,36585,79142,98502,64327,33804,111774,56242,54289,80905,53186,81584,41019,50174,117464,45896,127250,81664,60728,63826,84825,43562
"VCPIP1",3258,10727,3816,6230,3464,5981,3448,10889,3933,4777,3447,9532,3745,4091,5910,11930,3457,4034,3383,2883,4050,6501,4442,2366,6981,8283,3058,8160,3588,5789,5146,4244,1577,6525,2735,2095
"VCPKMT",1300,1963,1123,1446,769,1265,1082,1512,3174,2030,1805,650,694,801,2636,1319,2159,989,724,2014,2646,1727,961,1174,1470,2506,1694,1639,659,1757,1786,1063,805,1446,2280,1591
"VCX",1792,0,2,7,0,3,0,0,14,2,52,4,3646,180,0,3,0,0,0,80,3,3,0,0,0,415,0,14,2,1,0,11,4,1,0,0
"VCX2",1792,1,0,0,1,0,0,1,1,0,2,7,151,7,0,0,0,0,0,2,0,1,0,0,0,30,0,2,2,0,3,6,0,3,0,0
"VCX3A",9102,6,0,6,0,0,2,0,15,2,128,18,4820,2918,0,0,0,0,0,0,1,5,0,0,0,7389,3,4,2,4,0,202,10,2,15,0
"VCX3B",1269,4,0,12,4,0,2,2,4,0,57,0,10432,348,5,0,3,0,0,1,0,0,0,0,0,1370,0,40,2,1,0,45,4,31,78,0
"VDAC1",36090,40805,29973,9652,18119,62905,16610,18805,31187,47641,73832,31667,48057,60015,24808,24494,49122,19613,41551,41413,92004,47447,101019,59113,45333,17713,35352,30373,39141,44965,64043,45694,31271,46261,34811,96808
"VDAC2",11650,56148,22440,9272,11361,29380,23882,21216,19533,17387,20457,8060,15172,27524,44503,14865,28127,27585,9943,18764,34184,13920,31331,19000,25769,16374,11885,17328,22164,33427,28027,17521,18311,17100,9308,29814
"VDAC3",12123,19086,13667,17866,8541,18900,15164,26416,21146,19877,16286,5682,16997,8628,14122,10140,19761,19176,8412,12252,31182,16176,23693,18255,10299,9225,10593,6498,9310,26562,24244,17657,15815,25153,28958,11034
"VDR",2244,2675,3192,263,2087,15070,230,9684,179,14436,584,2169,635,2540,717,4654,2035,12837,10860,4644,20807,4844,243,8903,4026,5964,11152,887,6934,18,872,6878,1492,11593,2239,8581
"VEGFA",1284,29713,23358,15623,20123,31240,21080,49807,6936,9478,26021,13223,7582,12449,12025,8103,11188,44826,19327,18861,6486,7855,5785,17170,24564,11061,55401,6918,27589,16058,9891,14138,12465,14218,4527,10611
"VEGFB",3746,6336,5402,6145,1485,158,5093,1919,8750,561,1700,1352,494,8240,2248,3287,5209,2688,1614,1105,3831,1654,3593,4550,3548,3099,549,9529,7897,3369,3882,1341,3601,2818,3894,3569
"VEGFC",20,5019,14104,3,19,15,0,7,13,2,1,964,1,311,14,2,5,14,4,1,20,6,6,12,221,40,4,1043,16,2,2,3,27,0,0,4
"VENTX",9,0,0,12,0,0,7,49,1,153,2,1,1,19,1,0,3,0,0,0,11,14,0,2,4,11,0,1,2,1,26,0,8,0,0,0
"VENTXP1",0,0,2,0,0,0,264,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,355,0,9,0,0,0,0,1,0,0,0
"VEPH1",746,12995,4729,59,76,4,1318,8,12,2,31,1506,1017,419,1907,88,11,9,17,113,1504,57,1,267,160,932,1,767,295,12,225,271,803,1976,185,384
"VEZF1",7349,19010,7232,15006,3546,14102,13747,14240,16655,6762,7249,5267,8182,8091,20386,4848,6810,8394,7604,7715,16550,6654,11484,9444,18497,14028,9698,10933,6596,9431,11853,8417,6147,7410,5776,9494
"VEZT",12580,15068,8367,4875,5516,7578,11995,9468,18264,8921,16182,10463,6120,8984,13118,6599,5126,6717,7642,4379,17441,6234,9541,15248,13574,13614,13386,11384,5863,8611,24208,6713,13777,5731,9917,4882
"VGF",304,2922,149,130053,223,712,79,36,19300,73,17,111,66,407,4429,294,89,289,111,752,344,334,4329,141,1163,459,2121,773,251,25,13,522,219,391,63,232
"VGLL1",4819,5,2,12,13,7,6,10,10,6,1,142,7,4,39029,1168,1,1241,1,16,3759,10,30,797,12,7245,2,15397,6280,5,777,1817,3170,126,6392,17
"VGLL2",35,8,54,0,2,2,57,2,189,0,0,495,0,0,3,0,0,0,1,2,8,0,4,2,6,2,2,37,9,2,1,0,10,0,0,0
"VGLL3",5782,834,2157,10,53,31,52,24,33,442,1,202,6,1662,13,2,2,32,56,4,49,5,26,27,46532,9581,28,13678,3773,8,22,12,21,795,101,11
"VGLL4",12283,6373,2215,8464,5446,8125,6955,9935,2465,18350,1467,4092,2129,4048,8611,7873,4597,4127,7665,4195,9367,4340,7439,8192,1685,8961,4257,6726,7559,4793,5421,4019,1522,6543,1407,6435
